sub,onset,offset,cat,tier,reli
59,101.058,104.095,"dimmi dove sta, eccola (DA RE)",Caregiver voc,original
59,102.904,103.786,xxx,Infant voc,original
59,105.028,108.701,"guarda bene guarda bene (DA, C)",Caregiver voc,reli
59,105.066,108.485,"xxx, guarda bene guarda bene (DA C)",Caregiver voc,original
59,108.894,110.49,"qui dove sta? (RE, QE)",Caregiver voc,reli
59,109.227,110.191,xxx,Caregiver voc,original
59,110.801,114.154,"eccola, qui dove sta? (C QE RE)",Caregiver voc,original
59,110.98,114.817,"no qui dove sta? Eccola (C, QE, RE)",Caregiver voc,reli
59,114.169,118.514,no qui dove sta? xxx Eccola (C QE RE) ,Caregiver voc,original
59,114.817,116.307,xxx,Caregiver voc,reli
59,116.846,118.567,xxx,Caregiver voc,reli
59,117.102,117.808,xxx,Infant voc,original
59,119.057,121.567,"quella, qui non c’è niente (RE)",Caregiver voc,reli
59,119.404,121.455,qui non c’è più niente (RE),Caregiver voc,original
59,124.933,128.705,"qui scimmiotta, la scimmiotta (RE)",Caregiver voc,original
59,126.461,129.086,"scimmiotta, la scimmiotta (RE)",Caregiver voc,reli
59,128.375,129.117,xxx,Infant voc,original
59,128.963,131.647,"quella, qui non c’è niente (RE)",Caregiver voc,original
59,129.086,131.48,"quella, qui non c’è niente (RE)",Caregiver voc,reli
59,131.5,133.163,xxx,Caregiver voc,reli
59,131.683,135.632,xxx questa qui è la scimmiotta? xxx (QE),Caregiver voc,original
59,133.836,134.326,xxx,Caregiver voc,reli
59,135.336,135.961,xxx,Caregiver voc,reli
59,135.669,137.22,xxx,Caregiver voc,original
59,135.683,137.227,xxx,Infant voc,original
59,138.557,141.009, e qui dove sta la scimmiotta? (QE),Caregiver voc,reli
59,139.323,140.772,e qui dove sta la scimmiotta? (QE),Caregiver voc,original
59,142.173,144.163, e qui dove sta la scimmiotta? (QE),Caregiver voc,reli
59,142.867,145.507,e qui dove sta la scimmiotta? xxx (QE),Caregiver voc,original
59,145.153,146.586,xxx,Caregiver voc,reli
59,145.514,147.985,xxx,Caregiver voc,original
59,146.634,147.692,xxx,Caregiver voc,reli
59,147.721,149.451,"no è il leone (C, RE)",Caregiver voc,reli
59,148.098,149.206,no è il leone (C RE),Caregiver voc,original
59,149.273,150.839,xxx,Infant voc,original
59,152.711,154.23,xxx,Caregiver voc,reli
59,152.749,154.443,qui chi è? (verso) (QE OP),Caregiver voc,original
59,154.95,156.114,xxx,Infant voc,original
59,157.384,158.999,"qui chi è? (verso) (QE, OP)",Caregiver voc,reli
59,157.604,159.023,qui chi è? (QE),Caregiver voc,original
59,163.528,165.076,xxx,Caregiver voc,reli
59,164.064,165.416,xxx,Caregiver voc,original
59,166.0,169.337,"allora prendiamo un caffè, Veronica (W NC)",Caregiver voc,original
59,166.144,169.423,"allora prendiamo un caffè, Veronica (W, NC)",Caregiver voc,reli
59,170.711,172.153,la macchina (RE),Caregiver voc,reli
59,170.853,171.846,la macchina (RE),Caregiver voc,original
59,172.269,173.076,"vai con la macchina oh (DA,C)",Caregiver voc,reli
59,172.399,173.829,vai con la macchina oh (DA C),Caregiver voc,original
59,180.805,183.339,xxx,Infant voc,original
59,187.471,190.192,"si fa così guarda così (DA, C)",Caregiver voc,reli
59,187.895,189.023,si fa così guarda così (DA C),Caregiver voc,original
59,189.899,193.358,xxx,Infant voc,original
59,204.354,206.209,xxx,Infant voc,original
59,210.701,212.192,"chi è questo? (QE, C)",Caregiver voc,reli
59,210.984,213.733,chi è questo? Eh (QE C),Caregiver voc,original
59,214.964,217.182,"un signore con il cappello, visto? (RE QA)",Caregiver voc,original
59,215.038,218.99,"un signore con il cappello, visto? (RE, QA) non si toglie il cappello (RE)	",Caregiver voc,reli
59,215.853,216.692,xxx,Infant voc,original
59,217.206,218.848,non si toglie il cappello (RE),Caregiver voc,original
59,219.184,221.427,"xxx, qui finito (RE)",Caregiver voc,original
59,219.384,221.432,qui finito (RE),Caregiver voc,reli
59,221.022,221.465,xxx,Infant voc,original
59,221.865,224.999,"eh quanto stanca Veronica eh (C, RO, NC, C)",Caregiver voc,reli
59,222.291,224.94,eh quanto stanca Veronica eh (C RO NC C),Caregiver voc,original
59,225.489,226.858,come sei stanca? (QO),Caregiver voc,original
59,225.557,227.038,come sei stanca? (QO),Caregiver voc,reli
59,236.034,237.699,questo apro io (RM),Caregiver voc,original
59,236.182,237.307,questo apro io (RM),Caregiver voc,reli
59,238.644,239.913,questo apri tu (RA),Caregiver voc,reli
59,239.006,240.039,questo apri tu (RA),Caregiver voc,original
59,240.48,241.951,"no prendi tu (C, DA)",Caregiver voc,reli
59,240.68,241.868,no prendi tu (C DA),Caregiver voc,original
59,243.586,247.192,"questo apro io, dai a mamma (RM, DA)",Caregiver voc,reli
59,244.233,247.017,"questo apro io, dai a mamma (RM DA)",Caregiver voc,original
59,253.759,255.187,xxx,Infant voc,original
59,256.413,259.895,"no rosso, mm rosso (C RE C RE)",Caregiver voc,original
59,256.644,259.663,"no rosso, mm rosso (C, RE, C, RE)",Caregiver voc,reli
59,265.843,269.539,xxx,Infant voc,original
59,266.653,268.211,metti questo blu dentro (DA),Caregiver voc,reli
59,266.67,268.421,metti questo blu dentro (DA),Caregiver voc,original
59,269.926,271.624,xxx,Infant voc,original
59,277.557,279.875,"abbiamo fatto xxx (ride) (W, I, AL)",Caregiver voc,reli
59,277.651,280.151,abbiamo fatto xxx (ride) (W I AL),Caregiver voc,original
59,280.725,283.552,xxx,Infant voc,original
59,282.568,284.474,"xxx, il caffè Veronica, facciamo il caffè (RE NC W)",Caregiver voc,original
59,286.98,289.605,"il caffè Veronica, facciamo il caffè (RE, NC, W)",Caregiver voc,reli
59,287.636,289.384,"il caffè Veronica, facciamo il caffè (RE NC W)",Caregiver voc,original
59,288.221,289.087,xxx,Infant voc,original
59,289.453,292.773,come si fa a bere il caffè? (QA),Caregiver voc,original
59,289.807,292.826,come si fa a bere il caffè? (QA)	,Caregiver voc,reli
59,292.107,293.692,xxx,Infant voc,original
59,293.509,296.23,"come si fa, come versi? (-, QA)",Caregiver voc,reli
59,294.117,295.745,"come si fa, come versi? ( - QA)",Caregiver voc,original
59,294.349,295.834,xxx,Infant voc,original
59,296.619,298.203,così sshh (C OP),Caregiver voc,original
59,296.663,297.788,"così sshh (C, OP)",Caregiver voc,reli
59,299.29,300.242,ssshhh,Caregiver voc,original
59,300.48,302.576,adesso con il cucchiaio giralo (DA),Caregiver voc,reli
59,301.242,302.907,adesso con il cucchiaio giralo (DA),Caregiver voc,original
59,301.764,310.691,xxx,Infant voc,original
59,312.906,314.139,xxx,Infant voc,original
59,316.006,316.674,xxx,Caregiver voc,original
59,318.194,320.029,uuhh brava (OP AE),Caregiver voc,original
59,320.884,325.48,qui mettiamo a dormire qualcosa mettiamo tutto dentro? (W),Caregiver voc,reli
59,321.063,325.063,"qui mettiamo a dormire qualcosa, mettiamo tutto dentro? (W)",Caregiver voc,original
59,325.619,327.076,dai metti a posto (DA),Caregiver voc,original
59,325.836,326.855,dai metti a posto (DA),Caregiver voc,reli
59,330.009,331.788, metti a posto (C),Caregiver voc,reli
59,330.228,331.803,metti a posto (C),Caregiver voc,original
59,338.442,340.471,"e questa, metti via questa? (RE, QA)",Caregiver voc,reli
59,338.595,340.662,"e questa, metti via questa? (RE QA)",Caregiver voc,original
59,344.82,346.259,"la bambolina, invece xxx (RE I)",Caregiver voc,original
59,346.02,347.624,xxx,Infant voc,original
59,349.134,350.326,xxx,Caregiver voc,reli
59,349.192,353.498,xxx,Infant voc,original
59,349.209,350.824,xxx,Caregiver voc,original
59,354.791,356.457,xxx,Infant voc,original
59,358.981,360.491,xxx,Infant voc,original
59,360.988,362.291,questo è rimasto (RE),Caregiver voc,original
59,361.01,363.48,questo è rimasto (RE),Caregiver voc,reli
59,361.6,363.406,xxx,Infant voc,original
59,363.585,364.82,xxx,Infant voc,original
59,363.663,367.461," delle bambole proprio non ne vuoi sapere, ecco (RO, C)",Caregiver voc,reli
59,363.727,367.315,"delle bambole proprio non ne vuoi sapere, ecco (RO C)",Caregiver voc,original
59,367.826,371.124,"finito e adesso, finito gioco (RE, C, RE)",Caregiver voc,reli
59,368.196,371.614,"finito e adesso, finito gioco (RE C RE)",Caregiver voc,original
59,368.23,370.783,xxx,Infant voc,original
59,372.509,373.874,il gioco è finito (-),Caregiver voc,reli
59,372.597,374.017,il gioco è finito ( - ),Caregiver voc,original
59,373.796,375.894,xxx,Infant voc,original
59,376.796,377.766,xxx,Infant voc,original
59,380.682,382.307,"xxx e adesso che facciamo (I, W)",Caregiver voc,reli
59,380.79,382.232,xxx e adesso che facciamo (I W),Caregiver voc,original
59,380.979,382.368,xxx,Infant voc,original
59,382.779,383.593,xxx,Caregiver voc,original
59,383.392,384.46,xxx,Infant voc,original
59,384.508,388.443,aiutami ah oh (DA C),Caregiver voc,original
59,384.592,386.548,"aiutami ah oh (DA, C)",Caregiver voc,reli
59,389.343,390.442,xxx,Infant voc,original
164,39.087,39.834,pronto?						(AG),Caregiver voc,original
164,39.096,39.829,pronto? (AG),Caregiver voc,reli
164,42.319,45.967,"xxx. chiama qualcuno dai@i, pronto nonna?		(I DA C AG)
",Caregiver voc,original
164,42.349,42.923,xxx. (I),Caregiver voc,reli
164,43.749,45.941,"chiama qualcuno dai@i, pronto nonna? (DA C AG)",Caregiver voc,reli
164,46.983,47.706,mm@i.,Infant voc,original
164,47.014,47.7,mm@i.,Infant voc,reli
164,48.463,50.322,tienilo tu fai il numero xxx. (DA DA I),Caregiver voc,reli
164,48.482,50.693,"tienilo tu fai il numero xxx.				(DA DA I)
",Caregiver voc,original
164,55.222,56.582,dai@i chiamiamo la nonna. (W),Caregiver voc,reli
164,55.586,56.605,dai@i chiamiamo la nonna.				(W),Caregiver voc,original
164,57.423,58.039,no. (CW),Infant voc,original
164,57.431,58.106,no. (CW),Infant voc,reli
164,57.885,60.123,chiamiamo la nonna a bere il caffè vieni.		(W DA),Caregiver voc,original
164,58.233,60.137,chiamiamo la nonna a bere il caffè vieni. (W DA),Caregiver voc,reli
164,61.086,65.707,"seduto! chiamiamo la nonna dai@i, pronto chiama		(DA W C AG DA)",Caregiver voc,original
164,61.129,61.639,seduto! (DA),Caregiver voc,reli
164,62.221,65.515,"chiamiamo la nonna dai@i, pronto chiama (W C AG DA)",Caregiver voc,reli
164,67.256,69.813,no no no no.,Infant voc,original
164,67.262,69.737,no no no no.,Infant voc,reli
164,69.906,72.7,nonna dì vieni a bere il caffè. (DA),Caregiver voc,reli
164,69.91,72.68,nonna dì vieni a bere il caffè.				(DA),Caregiver voc,original
164,74.204,74.696,dì pronto nonna. (DA),Caregiver voc,reli
164,74.221,74.75,dì pronto nonna.					(DA),Caregiver voc,original
164,75.493,77.418,(pr)onto nonna.						(CW),Infant voc,original
164,75.502,77.413,(pr)onto nonna. (CW),Infant voc,reli
164,77.502,78.374,tienilo tu tieni. (DA C),Caregiver voc,reli
164,77.525,78.443,tienilo tu tieni.						(DA C),Caregiver voc,original
164,79.808,86.235, vieni vieni qua beviamo il caffè? dai@i Matteo beviamone un altro. (DA W NC W),Caregiver voc,reli
164,79.869,86.282,"vieni vieni qua beviamo il caffè? dai@i Matteo beviamone un altro.			(DA W NC W)
",Caregiver voc,original
164,88.695,89.821,%com:	la madre ride							(AL),Caregiver voc,original
164,88.708,89.688,la madre ride (AL),Caregiver voc,reli
164,89.95,96.772,tienilo te com’è buono? scotta? vieni dai@i anche la mamma mettiamo lo zucchero. (DA QO QE DA C RM W),Caregiver voc,reli
164,89.963,96.773, tienilo te com’è buono? scotta? vieni dai@i anche la mamma mettiamo lo zucchero. (DA QO QE DA C RM W),Caregiver voc,original
164,99.557,101.236,eh dai@i! xxx (AE),Caregiver voc,reli
164,99.619,101.295,eh dai@i!						(AE),Caregiver voc,original
164,104.804,107.219,"tienilo così così come si beve? così.		(DA QA C)
",Caregiver voc,original
164,104.87,107.101,	tienilo così così come si beve? così. (DA QA C),Caregiver voc,reli
164,108.923,111.208,Matteo! xxx. (NC I),Caregiver voc,original
164,108.927,121.416,"Matteo! xxx. quei giochi lì li guardiamo dopo. adesso beviamo il caffè dai@i, mescola vieni qui! (NC I W W C DA AD)",Caregiver voc,reli
164,112.286,113.945,quei giochi lì li guardiamo dopo.			(W),Caregiver voc,original
164,115.167,121.462," adesso beviamo il caffè dai@i, mescola vieni qui!	(W C DA AD)",Caregiver voc,original
164,121.919,122.974, xxx.,Infant voc,original
164,121.929,122.994,xxx.,Infant voc,reli
164,125.225,129.881,"va beh trenino no Matteo vieni qua un pochino.	(C RE AD NC DA)
",Caregiver voc,original
164,125.232,139.859,va beh trenino no Matteo vieni qua un pochino. giochiamo a palla almeno? con questa guarda guarda pronti? (C RE AD NC DA W RE DA AR),Caregiver voc,reli
164,135.187,139.634, giochiamo a palla almeno? con questa guarda guarda pronti? (W RE DA AR),Caregiver voc,original
164,139.866,142.078,attenti via!							(CW),Infant voc,original
164,139.894,142.219,attenti via. (CW),Infant voc,reli
164,143.112,144.349,via ahh@i pronti?.					(AR),Caregiver voc,original
164,143.186,144.372,via ahh@i pronti?. (AR),Caregiver voc,reli
164,144.315,145.937,attenti via.							(CW),Infant voc,original
164,144.4,145.929,attenti via. (CW),Infant voc,reli
164,147.123,150.72,prendila tira alla mamma. (DA DA),Caregiver voc,reli
164,147.125,153.915,prendila tira alla mamma. xx bene bravo pronti? (DA DA I AE AR),Caregiver voc,original
164,152.114,153.945,xx bene bravo pronti? (I AE AR),Caregiver voc,reli
164,153.992,155.911,attenti via.							(CW),Infant voc,original
164,154.198,156.066,attenti via! (CW),Infant voc,reli
164,155.674,158.563,ma se mi guardi così però pronti?			(AD AR),Caregiver voc,original
164,155.856,158.552,ma se mi guardi così però pronti? (AD AR),Caregiver voc,reli
164,158.721,160.142,attenti via.							(CW),Infant voc,original
164,158.736,160.338,attenti via! (CW),Infant voc,reli
164,160.093,164.874," via ah@i. prendi la palla dai@i, prendila prendila. (CW AR C)",Caregiver voc,original
164,160.099,164.872,"via ah@i. prendi la palla dai@i, prendila prendila. (AR C DA C DA)",Caregiver voc,reli
164,167.144,167.704,va bene. (C),Caregiver voc,original
164,167.26,167.805,va bene. (C),Caregiver voc,reli
164,171.678,172.603,che disastro.						(RE),Caregiver voc,original
164,171.682,172.588,che disastro. (RE),Caregiver voc,reli
164,180.639,188.405,xxx Matteo Matteo dammi questo drago dallo alla mamma dallo alla mamma. (I NC NC DA),Caregiver voc,reli
164,180.846,188.403,"xxx Matteo Matteo dammi questo drago dallo alla mamma dallo alla mamma.	(I NC NC DA)
",Caregiver voc,original
164,187.759,189.069,,Infant voc,original
164,188.311,189.195,xxx.,Infant voc,reli
164,189.556,197.537,come no? dallo alla mamma vieni qui vieni qua vieni qua che ti mangia vieni.	(QA DA DA C),Caregiver voc,original
164,189.566,207.297,	come no? dallo alla mamma vieni qui vieni qua vieni qua che ti mangia vieni.	 am@o. basta con quelle unghie! vieni qua che guardiamo questi libricini qui. (QA DA DA C OP AD DA),Caregiver voc,reli
164,200.379,200.875,am@o.							(OP),Caregiver voc,original
164,202.616,204.235,basta con quelle unghie!				(AD),Caregiver voc,original
164,205.556,207.303,"vieni qua che guardiamo questi libricini qui.		(DA)
",Caregiver voc,original
164,207.153,208.281,xxx.,Infant voc,reli
164,207.243,208.527,xxx.,Infant voc,original
164,208.704,218.192,"guarda uh@i la mucca vieni a vedere. muu@o siediti un pochino dai@i, siediti. (DA C RE DA OP DA C DA)",Caregiver voc,reli
164,208.852,212.885,"guarda uh@i la mucca vieni a vedere.		(DA C RE DA)
",Caregiver voc,original
164,214.807,218.42,"muu@o siediti un pochino dai@i, siediti.		(OP DA C DA)",Caregiver voc,original
164,220.801,231.622,la mucca oh il gallo con il suo chicchirichì@o sveglia la fattoria poi dove sono i pulcini?	(RE C RE QE),Caregiver voc,original
164,220.815,321.989,"	la mucca oh il gallo con il suo chicchirichì@o sveglia la fattoria poi dove sono i pulcini? vedi una gallina. dai@i tienilo tu guardiamolo insieme. il gatto gira piano i vitelli xxx i vitelli guarda che bello. poi? no bisogna guardare bisogna guardare guarda il cane xxx. il cavallo. questo? questo. hai visto sono tutte rane? 	le ranocchie dov’è la rana? dappertutto. questa è una ranocchia, non ti piace, questo qui? cos’è? 	guarda guarda guarda uh@i c’è dentro qualcosa xxx vieni qui (RE C RE QE DA RE DA W RE AD RE I DA O AD DA I RE QE RE QA RE QE RE RE RE RO QE QE DA I DA I)",Caregiver voc,reli
164,233.225,235.167,vedi una gallina.					(DA RE),Caregiver voc,original
164,239.622,242.893,dai@i tienilo tu guardiamolo insieme.		(DA W),Caregiver voc,original
164,254.23,263.856,"il gatto gira piano i vitelli xxx i vitelli guarda che bello.	(RE AD RE I DA)
",Caregiver voc,original
164,265.269,265.986,poi? (O),Caregiver voc,original
164,268.021,274.365,no bisogna guardare bisogna guardare guarda il cane xxx	(AD DA I),Caregiver voc,original
164,277.086,278.126,il cavallo.						(RE),Caregiver voc,original
164,279.173,280.23,xxx,Caregiver voc,original
164,290.53,291.03,questo? (QE),Caregiver voc,original
164,291.617,291.826,xxx,Infant voc,original
164,292.647,293.152,questo. (RE),Caregiver voc,original
164,300.856,303.595,hai visto sono tutte rane?				(QA),Caregiver voc,original
164,304.717,307.043,le ranocchie dov’è la rana?				(RE QE),Caregiver voc,original
164,307.83,308.795,dappertutto.						(RE),Caregiver voc,original
164,310.63,314.826,"questa è una ranocchia, non ti piace, questo qui?	(RE RO QE)",Caregiver voc,original
164,316.113,330.465,cos’è? guarda guarda guarda uh@i c’è dentro qualcosa xxx vieni qui xxx	vieni a giocare un pochino guarda cosa c’è dentro aprilo. (QE DA I DA I DA DA DA)  ,Caregiver voc,original
164,323.063,325.76,xxx vieni a giocare un pochino (DA),Caregiver voc,reli
164,323.078,324.408,xxx,Infant voc,original
164,323.256,324.371,xxx,Infant voc,reli
164,326.284,330.336,guarda cosa c’è dentro aprilo. (DA DA),Caregiver voc,reli
164,331.856,332.277,xx.,Infant voc,reli
164,331.944,332.303,xx.,Caregiver voc,original
164,332.913,333.352,xx (I),Caregiver voc,original
164,333.009,333.523,xx (I),Caregiver voc,reli
164,334.921,335.408,xx.,Caregiver voc,original
164,334.945,335.371,xxx,Caregiver voc,reli
164,337.126,340.308, ce n’è un altro ma.					(RE),Caregiver voc,original
164,337.129,340.141,	ce n’è un altro ma. (RE),Caregiver voc,reli
164,343.198,345.395,	ma quanti sono? (QE),Caregiver voc,reli
164,343.208,345.456,ma quanti sono?					(QE),Caregiver voc,original
164,347.652,349.039,questo non si apre?					(QE),Caregiver voc,original
164,347.683,472.484,questo non si apre? ce n’è ancora basta. adesso rimettiamolo a posto dai@i. dai@i prova a rimettilo a posto così. tieni a posto. basta mangiarti le unghie! Matteo mm@i? dai@i guardiamo anche quei giochi lì. quello va dentro dentro quello verde prendi quello verde aprilo bravo. eh lo devi aprire Matteo. xxx. e quello? ah@i e quello? no e prima erano sopra e adesso sono due. vieni qua lascia stare questo drago vieni qua. (QE RE RE W C DA DA AD NC C W RE DA DA AE C DA NC I QE C QE AD RE RE DA AD DA),Caregiver voc,reli
